version,date,content
Slack 20.05.10,11 May 2020,"tl;dr: we’ve redesigned the layout of the app. read more about the improvements on our blog at slackhq.com or in our help center. here though, we’ll stick to what’s new, and what has been fixed.what’s newwhat’s new? most things. we changed almost all of the things. so many things! much change.previously, it was complicated to get to the four main things people do on mobile. we’ve fixed this with a new nifty navigation bar at the bottom of the app containing: a home view for your sidebar, dms, (still listed most recent first), mentions (for quickly catching up), and you (because you’re great) (and also because setting your status/preferences on mobile needed to be easier).the quickswitcher on the desktop app is wonderful, but we discovered an issue where people weren’t using it as much on mobile. so we made the jump to box more prominent (and smarter) to fix this. fingers crossed!it seemed bizarrely hard to create a new message in a channel or dm without finding that precise location first. with an application of logic, software engineering, and a new “compose” button in the bottom right corner, this has been rectified.our apologies to people who have been wanting to easily set reminders, start workflows or access favourite apps in channels and conversations — it was hard to work out how to do that on the move. a new lightning bolt under the message box now gives quick access to shortcuts, and thereby solves this age-old problem.and finally, it came to pass, as time went by, that in the old version of the app, there was a lot of swiping back and forth to get places. we’ve simplified that: now,swiping right will reveal your workspace and preferences, and swiping left will get you back to the last conversation you were in. with this change in behavior, we hope to give you the powers of both omniscience and time travel. nbd.and yes. we know. change is hard! all our fingers have all built up muscle memory, but after continually adding features and functionality over the years, we needed to step back and make sure things made sense. you can find more about these improvements in our blog post, and as always, we welcome your feedback. thank you for reading all the way to the bottom. we appreciate it, and you."
Slack 20.04.20,27 April 2020,"fixed: on some devices, the text input area sometimes wouldn’t be visible after changing channels. it hadn’t disappeared, it had just scrolled off the bottom of the screen. cheeky. it is now once again possible to send messages without playing hide and seek with the message box."
Slack 20.04.10,13 April 2020,"fixed: some users who are required to use a passcode when accessing slack were experiencing a crash when entering that passcode. entering the passcode will now cause you to experience the app. which, we hope, is better."
Slack 20.03.30,30 March 2020,"what’s newminor improvements have been made, and bug fixes taken place, but they’re the kind that are out of sight, behind closed doors, and quietly just doing their job, deep in the inner workings of the app, making things just a little bit better."
Slack 20.03.20,16 March 2020,"what’s newwhile you might not be able to see anything changed, we’ve been hard at work keeping things ticking over. it’s all going great."
Slack 20.03.10,2 March 2020,"what’s newwhat’s new? nothing and everything. or rather, it’s an update that makes things better, but is all invisible to the human eye or not something you could, as a user, put your finger on. literally. so, in other words: “ and minor improvements”."
Slack 20.02.20,17 February 2020,"what’s newthe android app has been looking after itself to bring in the new year, and as a result, it’s now a smaller download, with faster performance to boot."
Slack 20.02.10,3 February 2020,"fixed: people who use chrome os and an external keyboard were finding that some messages would post twice if they used the enter button on the keyboard. it will now return to the amount of times you wanted that message sent (assuming that amount was “once”).fixed: pasting a chunk of text and then editing it to add formatting (like italics), was inexplicably causing a crash. you may now once again add a little something to your pasted paragraph. go ahead: be bold (or italic, or whatever else works for you)."
Slack 20.01.20,21 January 2020,"what’s newwe’ve been working hard behind the scenes to make sure everything is polished, well-oiled, and running as it should be. if you notice anything to the contrary, as always, let us know!"
Slack 20.01.10,6 January 2020,"fixed: in a message from a bot, buttons and menus configured to respond to a user’s actions weren’t actually doing that. this was not the first stage in a robot uprising: it was merely a bug. and is no more."
Slack 19.12.10,9 December 2019,"what’s newfor those who love to format their messages on the move, good news, you can now get that done in a few clicks using the new formatting tool in the message field.if, by some chance, you rotated your device immediately after sending a message, a copy of that message would sometimes remain in the input field (as well as being sent). why? who knows! technology is weird. but at least it’s now weird and fixed."
Slack 19.11.20,18 November 2019,"fixed: sending the /rename command to rename a channel without any other text no longer causes a crash. the /crash command, meanwhile, is still not working at all, so if you were using /rename to get that effect, apologies for the inconvenience to your workflow."
Slack 19.11.10,4 November 2019,"what’s newnothing to see here… just plenty of tinkering behind the scenes to make room for other features (and bugs, of course) to come."
Slack 19.10.20,21 October 2019,"fixed: the “aubergine classic” theme was using the color scheme for the new, (perhaps future-classic) aubergine theme. we have reverted to classic-classic.fixed: sometimes, when we tried to show a long message in a dialog window, it would show a blank window instead, which is basically the opposite. sometimes things are said best when one says nothing at all. this, however, was not one of those times. so we fixed it."
Slack 19.10.11,11 October 2019,"we tweaked some things too small to notice or too difficult to explain. we’ll return you to your regular, more interesting types of release next time (we hope)."
Slack 19.10.10,7 October 2019,"what’s newusers of dark mode will now find they have three options: on (which switches it on), off (same, but off), or an option to honor the system default, which does… just that. users of android 9 and earlier, meanwhile, can choose for the app to go dark when the device enters battery saver mode. either way, it works!all default sidebar themes are now also supported in dark mode — so when you shift into dark mode, whichever of our default themes you use will subtly shift to complement it.in accordance with the unstoppable march of time, updates will only be available to devices running android 5.0 (aka lollipop) or later.fixed: the “connecting” and “offline” banners are now a little lighter in dark mode (and therefore easier to read).fixed: sometimes the horizontal list of “quick reaction emoji” would contain too many emoji, causing them to overlap. ironically, this visual cacophony made reacting slower, so we fixed it."
Slack 19.09.20,23 September 2019,"fixed: in the threads screen, after removing a reaction, it was not possible to add other reactions. changing your mind, or your emoji, is your prerogative, and you are now once again free to indulge that."
Slack 19.09.10,9 September 2019,"fixed: sometimes, if you checked the box in a thread to post your reply in channel as well, the reply would look like it had been sent twice in the thread… until you closed the thread and reopened it. it only ever posted once, but now it looks that way too. apologies for the confusion."
Slack 19.08.20,26 August 2019,"fixed: a crash that sometimes occurred after sending a message while offline, and then coming back online no longer occurs. the app stays up, and the message is sent. everyone wins.fixed: for those using slack in uk english, the “join channel” button displayed at the bottom of a channel you had not yet joined was reading “join %1$s”. it has been pointed out to us that this is not how the british spell “channel”, so we changed it. awfully sorry about that."
Slack 19.08.10,12 August 2019,"fixed: sometimes outgoing messages to a channel looked like they had been sent twice.fixed: sometimes outgoing messages to a channel looked like they had been sent twice. this has now been fixed. yes, we know. we've used this joke before. see what we did? we sent the same thing twice then said it was fixed the second time to hammer home the point. look, there are really only so many ways that software bugs can manifest. and, it turns out, ""things appearing to post twice when they've actually only been posted once"" is a repeat offender. we will strive to ensure that this bug never occurs again, or at least until we think of some brilliant new way of writing about it. in the meantime, we will push for either no bugs at all, or far more ridiculous ones. on your behalf, we hope it's the former."
Slack 19.07.31,6 August 2019,we’ve tuned the engine and given the interior a thorough clean. everything is now running smoothly again.
Slack 19.07.30,29 July 2019,"fixed: it was very difficult (fine: it was basically impossible) to read ```code blocks``` in dark mode. forgive us, we'll continue to iterate and make all these things better.fixed: a crash, that mysteriously (and very rarely) occurred when scrolling through search results if one of the results contained a message with a file attached, crashes no more.fixed: the buttons that appeared after @-mentioning a user in a channel (“invite to a channel” and “share a link”) not performing those actions, which was illogical. if you experienced this and questioned whether you'd ever pushed the button at all, it wasn't you being delusional, it was us being irrational. it is now fixed."
Slack 19.07.20,15 July 2019,"we tweaked some things too small to notice or too difficult to explain. we’ll return you to your regular, more interesting types of release next time (we hope)."
Slack 19.07.10,1 July 2019,"fixed: sometimes, after tapping an image to view it in full-screen, it would disappear, which is the opposite of full-screen. it now does the opposite of the opposite, which was the thing you wanted all along.fixed: @-mentioning or searching for users with names containing chinese, japanese, or korean characters now works as it should.fixed: when trying to add a workspace, some users were experiencing an error claiming that ""something went wrong"" and that they should try again. we fixed this, by making nothing go wrong. so now trying again is surplus to requirements. because it works."
Slack 19.06.20,17 June 2019,"we tweaked some things too small to notice or too difficult to explain. we’ll return you to your regular, more interesting types of release next time (we hope)."
Slack 19.06.10,3 June 2019,"fixed: occasionally, images that had been sent to a channel wouldn’t display. not all images, and not all the time; only sometimes, and for no apparent reason. turns out there was a reason! it was ""software being weird"". so we fixed it, and images should once again display correctly.fixed: in some cases, attempting to upload animated .gifs and .webm files would instead upload non-animated versions, which defeated the object. this is fixed."
Slack 19.05.20,20 May 2019,"what’s newwhen selecting an image to upload, you can now give a light tippity-tap on the thumbnail to preview it, or long pressity-press (technical terms) on it to edit the title.fixed: rotating your phone from portrait to landscape view sometimes mysteriously crashed the app. it now doesn't. or, to look at it another way: you now can.fixed: on some devices with physical keyboards the message input field was preventing the send button from appearing, which rather defeated the object. it now appears.fixed: @-mentioning users with characters from rtl (right-to-left) languages now works even when typing out their full name, as is right and proper."
Slack 19.5.1,6 May 2019,"fixed: when long pressing on a message to perform an action — like marking unread, setting a reminder or sharing — some of the message actions were overlapping unattractively. they're much more attractive now."
Slack 19.4.2,22 April 2019,"what’s newolá, hola, and nice to see you (to see you nice): from today, slack supports three new languages — brazilian portuguese, latin american spanish and uk english. you can change this in the settings menu under, not unexpectedly, ""language"". jolly good! carry on, everyone.support for google smart lock has been added, so if you’ve enabled google smart lock on your device, you can now log into slack with one single glorious tap."
Slack 19.4.1,8 April 2019,"what’s newclicking the + button at the top of your list of channels always got you to a channel browser (true!) but that channel browser has been improved in lots of little ways. the fact it will now indicate which channels you're a member of is but one. click it to find the others.fixed: animated gifs sometimes showed a “gif” overlay in the middle of the image. while both informative and accurate, this made it slightly — very slightly — harder to see the gifs. we cannot apologize enough. please be assured, it is now rectified."
Slack 19.3.2,25 March 2019,"what’s newyour latest unread channels should now highlight and get sorted to the top of your sidebar faster than before. zippy!fixed: externally-hosted files (like those hosted on google drive, for instance) were showing download button that looked great, but didn't actually work. now it looks great, also works, and everything opens as it used to."
Slack 19.3.1,11 March 2019,"what’s newdark mode can now be switched on (or off) in the settings menu. yes, it’s been a long road, but there’s finally dark at the end of the tunnel. nb: this is mobile only for now, with desktop coming later — thank you for both bearing with us, and for continuing to expect more of us."
